File ID,Expected Output,File,Dataset,Extracted Text,score,comments
invoice_rechgq2ZV9vuDcYwS,"{
  ""total_gross"": 120.45,
  ""total_net"": 101.22,
  ""business_name"": ""Mississippi"",
  ""items"": [
    {
      ""name"": ""Mo Jo"",
      ""price"": 10.90
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 15.90
    },
    {
      ""name"": ""JUM:MARACUJA SAFAR"",
      ""price"": 16.90
    },
    {
      ""name"": ""Jum.Nikita"",
      ""price"": 16.90
    },
    {
      ""name"": ""JUM.Nikita"",
      ""price"": 10.50
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 10.50
    },
    {
      ""name"": ""0,4 Cola"",
      ""price"": 4.95
    },
    {
      ""name"": ""Jum.Miami’s Best"",
      ""price"": 10.50
    },
    {
      ""name"": ""Apple Sour"",
      ""price"": 13.80
    },
    {
      ""name"": ""Mexikaner 2cl"",
      ""price"": 9.60
    }
  ]
}",invoice_rechgq2ZV9vuDcYwS.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/8iQFiJa8hC4fTzsdI95f-g/vP-R92pzDDPQrT7iuXF7zcq11t9jPo_p1FQ1eGhaTMMxVBxFc3AkGQscRJ0RhtyJR1_AM2QVk1EKqNT252sWMTG07hwUs_JGi31NxzK-v5uGrNsQkflsehmb7s-ImniWi5NRz99MV8VMDQIEXXXnXWPYdW26S4YdINjUKTeSopqNJzLH57OlBiwh1cl76Urx/RT_xPjlVJCeDlGLG9jmHDfYYlDwyOFyIiT7tilueMYw),invoice,"

{
  ""total_gross"": 120.45,
  ""total_net"": 101.22,
  ""business_name"": ""Mississippi"",
  ""items"": [
    {
      ""name"": ""Mo Jo"",
      ""price"": 10.90
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 15.90
    },
    {
      ""name"": ""JUM:MARACUJA SAFAR"",
      ""price"": 16.90
    },
    {
      ""name"": ""Jum. Nikita"",
      ""price"": 16.90
    },
    {
      ""name"": ""Jum. Nikita"",
      ""price"": 10.50
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 10.50
    },
    {
      ""name"": ""0,4 Cola"",
      ""price"": 4.95
    },
    {
      ""name"": ""Jum.Miami°s Best"",
      ""price"": 10.50
    },
    {
      ""name"": ""Apple Sour"",
      ""price"": 13.80
    },
    {
      ""name"": ""Mexikaner"",
      ""price"": 9.60
    }
  ]
}
",68,
invoice_recGRlyYkHbzIP7pH,"{
  ""total_gross"": 206.36,
  ""total_net"": 189.67,
  ""business_name"": ""Premier Inn Hannover City University"",
  ""items"": [
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 5.07
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer 7%"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 74.00
    },
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 11.83
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer 7%"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 90.00
    }
  ]
}",invoice_recGRlyYkHbzIP7pH.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/GCAgk5snHD6JFAkErYgaeQ/pbjlPVzH1-XQePGWDeqfI68-VSXGiCx66O3fmQSrZjI-wk91LtdwVZ_IBEa1YPIJdd1_efaucxIjL6HlhARpsE8YNgpneyi5L41Wz1lwsSSK3X6REGjAwdagUw-CL9n1q2hwzxuibKqZ2S39SU4XvZzADNsA2pPrOcVfEHskMDEHra3GrHNWdY9PwFGovInh/8ByHG2Z71szOjeZS56FvbMtHfPACsA4OJeZwvtHuIcg),invoice,"

{
  ""total_gross"": 206.36,
  ""total_net"": 189.67,
  ""business_name"": ""Premier Inn Hannover City University"",
  ""items"": [
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 11.83
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 74.00
    },
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 11.83
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 90.00
    }
  ]
}
",57,
invoice_recdTY64ULXJkQbE5,"{
  ""total_gross"": 17.00,
  ""total_net"": 15.89,
  ""business_name"": ""PIZZA-TURM"",
  ""items"": [
    {
      ""name"": ""Piz. Calzon. Klein"",
      ""price"": 11.00
    },
    {
      ""name"": ""Piz. Salami-Mittel"",
      ""price"": 6.00
    }
  ]
}
",invoice_recdTY64ULXJkQbE5.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/EmTAkvDJxTc7H5efrShc4A/wH4CybvntMMqhG1sy-BXrTZcuVCqrHzANZoYIBhq9azj-PCrIBC6zZEudMBkkVcRC5gnK-BLbrLVChmPkA-7hx526s-D6pIaPAmTwgV3k1BQYcTbOWhhGfj-nXzdBCk7c_22RDrSfmTYA22evyPtwAE05Lrg2GaCaIWZjqdJVFmc3TEHDvO93LOA4Og7sNKS/Tntg-tm5G4JRk9Pmz456Wi7V3ZWRx9o_gM5DChCgK3c),invoice,"

{
  ""total_gross"": 17.00,
  ""total_net"": 15.89,
  ""business_name"": ""Pizza-Turm"",
  ""items"": [
    {
      ""name"": ""Piz. Calzon. Klein"",
      ""price"": 11.00
    },
    {
      ""name"": ""Piz. Salami-Mittel"",
      ""price"": 6.00
    }
  ]
}
",97,Success: High similarity score
invoice_recrV3FBDOzs3KlVk,"{
  ""total_gross"": 13.62,
  ""total_net"": 12.57,
  ""business_name"": ""REWE Matthias Hürschel oHG"",
  ""items"": [
    {
      ""name"": ""BAERLAUCHBEEKL"",
      ""price"": 4.79
    },
    {
      ""name"": ""OBADZA KLASSIK"",
      ""price"": 2.29
    },
    {
      ""name"": ""G. OLIVEN KNOB."",
      ""price"": 2.19
    },
    {
      ""name"": ""THUNFISCH IN GUS"",
      ""price"": 2.79
    },
    {
      ""name"": ""LANDSB. SCHWARZB."",
      ""price"": 0.75
    },
    {
      ""name"": ""LANDSB. MAIBOCK"",
      ""price"": 0.75
    }
  ]
}",invoice_recrV3FBDOzs3KlVk.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/JDVAoDchM1mmC_OQIs7IMA/upZyIXPyscuI_slwT0al6qX4HorWwp9ai3uY8gY3dObgGz6w1dGHbsBGUQRrj-Hxa1KO3E_Fo6Sdkt6EsFp8j-Kzsi9v3SSkWY5ZePE1pHfTl4Gr7BfTKrBN6Shoo2wWKWKxgeZT_SmPy8FGhPcFqccvS6oHkgneW7a6cL7Rq4wYcTlERmORSXa9R26jzrGp/epSyduZ1dCqqsDrIjK2Pj1cP5VDkPO7qn8Zzfs0Zgu0),invoice,"

{
  ""total_gross"": 13.62,
  ""total_net"": 12.57,
  ""business_name"": ""REWE Matthias, Harzschel oHG"",
  ""items"": [
    {
      ""name"": ""BAERLAUCHREBELL"",
      ""price"": 4.79
    },
    {
      ""name"": ""OBAZDA KLASSIK"",
      ""price"": 2.19
    },
    {
      ""name"": ""G. OLIVEN KNOB."",
      ""price"": 2.19
    },
    {
      ""name"": ""THUNFISCH IN GUS"",
      ""price"": 2.19
    },
    {
      ""name"": ""LANDSB. SCHWARZB."",
      ""price"": 0.75
    },
    {
      ""name"": ""PFAND"",
      ""price"": 0.08
    },
    {
      ""name"": ""LANDSB. MAIBOCK"",
      ""price"": 0.75
    },
    {
      ""name"": ""PFAND"",
      ""price"": 0.08
    }
  ]
}
",88,
invoice_recpbzE8bfqAWcC1u,"{
  ""total_gross"": 33.50,
  ""total_net"": 28.15,
  ""business_name"": ""Parkhaus Rödingsmarkt"",
  ""items"": [
    {
      ""name"": ""Parkentgelt"",
      ""price"": 33.50
    }
  ]
}",invoice_recpbzE8bfqAWcC1u.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/p3cjQuLV6GNogY_htYmmSw/XHi6nHuan2WEGtPflkLuNO7OfjsWBWKJechpJHZk22zFIPu8UEvWuozoCUP35FJdOp3Ba2LPUeNCUQOdbqVFfiedV872l9MKbfFh5YdGgkfdYIlrG64Xxr7cdQ7AwjuvcsIRSh3MkIMajlurc8nuXzk5FS_kCe7w-GLoVXWHARBmhv5ebiNTQF0OUsBlknXf/zCIJi86YMKyFUKd0yr2ydXJwkQmRvoWsHe0tga0mLBw),invoice,"

{
  ""total_gross"": 33.50,
  ""total_net"": 28.15,
  ""business_name"": ""Parkhaus Ridingsmarkt"",
  ""items"": [
    {
      ""name"": ""Parkentgelt"",
      ""price"": 33.50
    }
  ]
}
",99,Success: High similarity score
invoice_rec1JB6TdsNMPIl6u,"{
  ""total_gross"": 124.21,
  ""total_net"": 116.08,
  ""business_name"": ""Premier Inn Hamburg City Zentrum"",
  ""items"": [
    {
      ""name"": ""City Tax"",
      ""price"": 3.00
    },
    {
      ""name"": ""Accommodation"",
      ""price"": 121.00
    }
  ]
}",invoice_rec1JB6TdsNMPIl6u.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/PJPq-MVd__QIoIGxgYf3-A/OiMw9gabTFq0EVCdBz5zYl8PV_08cGYITnwUUMCpLtx71AXdDEjyOPeFhlNKv7QqJYr7-NUPMz6MOtgf8PHUrqvxbPT0Brl5LsEp5Hnb1aktnnbMEl4IS84cods8hPKUN5WWkd_9Uy8R_zyhRIu203aosq9FOL8tKlEGAR5C0d0oV0RROb3ivmJKdASVWm82/i7UwjwRRKFUM_qiwuFHWi1simIbOn355RFY7tximjA4),invoice,"

{
  ""total_gross"": 124.21,
  ""total_net"": 116.08,
  ""business_name"": ""Premier Inn Hamburg City Zentrum"",
  ""items"": [
    {
      ""name"": ""City Tax"",
      ""price"": 3.00
    },
    {
      ""name"": ""VAT"",
      ""price"": 0.21
    },
    {
      ""name"": ""Accommodation"",
      ""price"": 121.00
    }
  ]
}
",82,
invoice_recroURut2llhg13n,"{
  ""total_gross"": 1.10,
  ""total_net"": 0.92,
  ""business_name"": ""REWE Matthias Härschel oHG"",
  ""items"": [
    {
      ""name"": ""MIO MIO MATE"",
      ""price"": 0.95
    }
  ]
}",invoice_recroURut2llhg13n.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/OVxWdRSPAU14CyAU0KzhSg/l1L_13o-Sc4Rm6Ng3IdLKeonEYCqyTWhk2DxGCnlwnMy8vGTVxc7yDcviRQO7_IpDET9yrva6RFxCMMM-UZXw1qOznx0YE8rl1GtMDb2nQXrgiSo36nhrEu3HzY7YDv5Rqq_U1gYYLsfyvtLy50ZTxraToEv1ohY767zVd0yLKrb70yjDES_-pl8L-TCip4A/5i_NzUC-6ybWfGc8agoFR3BlOQEtbV-tbJ_aGxYCphg),invoice,"

{
  ""total_gross"": 1.10,
  ""total_net"": 0.92,
  ""business_name"": ""REWE Matthias Harzschel oHG"",
  ""items"": [
    {
      ""name"": ""MIO MIO MATE"",
      ""price"": 0.95
    },
    {
      ""name"": ""PFAND"",
      ""price"": 0.15
    }
  ]
}
",85,
invoice_recLQaEnS0Wtab74M,"{
  ""total_gross"": 19.17,
  ""total_net"": 17.41,
  ""business_name"": ""REWE Patrick Vorig oHG"",
  ""items"": [
    {
      ""name"": ""Kerrygold Cheddar"",
      ""price"": 2.79
    },
    {
      ""name"": ""Milram Burlander"",
      ""price"": 2.49
    },
    {
      ""name"": ""Gouda JG Scheib"",
      ""price"": 2.29
    },
    {
      ""name"": ""Anno 1688"",
      ""price"": 2.49
    },
    {
      ""name"": ""Cranberries"",
      ""price"": 3.79
    },
    {
      ""name"": ""Landsb. Schwarzb."",
      ""price"": 0.75
    },
    {
      ""name"": ""Zewa Ultra Soft"",
      ""price"": 4.49
    }
  ]
}",invoice_recLQaEnS0Wtab74M.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/M87D_mzCykbNmIYQ40Wwsg/yA4WrMaXHSA1C6k6x_MHxncTt9oL8GxJS1xeSzc1m3Jbr4VP7Rz7Gay2nsADslxL3SbJTy22Su02VfCdumQ_mtG1gBA0M_AjLOr3xGerH6EmHoIcUV147_PXL-6n6875DKktFfpQm77wV63tCPzfKg6AkZajARsebH9DdnlR3wF7qA80qNEaECbbAHG7Spga/zT45kJZaWM1JchZ4RuMfs8lFCeBO6YkdD14J7fyk908),invoice,"

{
  ""total_gross"": 19.17,
  ""total_net"": 17.41,
  ""business_name"": ""REWE Patrick Vorig oHG"",
  ""items"": [
    {
      ""name"": ""KERRYGOLD CHEDD."",
      ""price"": 2.79
    },
    {
      ""name"": ""MILRAM BURLANDER"",
      ""price"": 2.49
    },
    {
      ""name"": ""GOUDA JG SCHEIB"",
      ""price"": 2.29
    },
    {
      ""name"": ""ANNO 1688"",
      ""price"": 2.49
    },
    {
      ""name"": ""CRANBERRIES"",
      ""price"": 3.79
    },
    {
      ""name"": ""LANDSB. SCHWARZB."",
      ""price"": 0.75
    },
    {
      ""name"": ""PFAND"",
      ""price"": 0.08
    },
    {
      ""name"": ""ZEWA ULTRA SOFT"",
      ""price"": 4.49
    }
  ]
}
",56,
invoice_recheDwicMvy7OuI7,"{
  ""total_gross"": 35.99,
  ""total_net"": 30.24,
  ""business_name"": ""SATURN ELECTRO"",
  ""items"": [
    {
      ""name"": ""HAMA SMARTES HEIZKÖRPERTHE"",
      ""price"": 35.99
    }
  ]
}",invoice_recheDwicMvy7OuI7.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/eBqBchselzARbouIa8sqlg/1hRWR6fWrxH82ydn6f7emP-YwlyAjJFKsTCGr5DMyw9Uji9yqDzXsd94tDN1kHYDl4NZ0kjsTAmTcKTpb04XpQK-gR_Y_-dr51_QBIt38Dj62luISUL0nOaEVOq3_PoLRXLHio3WxYYUzcPNtY6gXiZ3-FDE71pLrgvFMAR2za-SHnBaQ6EJQF4go43KBwbl/Sp-hYlhZqetuvtjBYV80rOjirZo91vlNycJFsRd28uU),invoice,"

{
  ""total_gross"": 35.99,
  ""total_net"": 30.24,
  ""business_name"": ""SATURN ELECTRO"",
  ""items"": [
    {
      ""name"": ""SMARTES HEIZKORPERTHE"",
      ""price"": 35.49
    }
  ]
}
",97,Success: High similarity score
invoice_recRvZ4ecIhQniabn,"{
  ""total_gross"": 16.25,
  ""total_net"": 13.66,
  ""business_name"": ""Frittenwerk GmbH"",
  ""items"": [
    {
      ""name"": ""Avocado Chicken Bomb"",
      ""price"": 4.90
    },
    {
      ""name"": ""Tijuana Street Frie"",
      ""price"": 11.35
    }
  ]
}",invoice_recRvZ4ecIhQniabn.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/AjxL3cPiTQdEEG4E3gOgPQ/QlluVnHXktZICfUFfAzeYovttDKrIFW4Syz9zudgwQXCoBZ6KWDN_0KbVLBwBvs7iA1UOGKrK-6NVKZjiYQiflNpwQgcp2piag5Swy-JTBgQ_lPOwMvcjRo0We9w-47amns5zbwCL47JrCGT_v_fB2TrfhHjSsm5pp4XJW1p3YVtnfM3SyfQFBQoh4Hwhsbf/AJ9JWjx3weUrIk0cKUwzd2TRd2a4I1er6ZAQOIC9GMY),invoice,"

{
  ""total_gross"": 16.25,
  ""total_net"": 13.66,
  ""business_name"": ""Frittenwerk GmbH"",
  ""items"": [
    {
      ""name"": ""Avocado Chicken Bomb"",
      ""price"": 4.90
    },
    {
      ""name"": ""Tijuana Street Frie"",
      ""price"": 11.35
    }
  ]
}
",99,Success: High similarity score
invoice_recsZodqIi4dX9pMl,"{
  ""total_gross"": 71.98,
  ""total_net"": 60.48,
  ""business_name"": ""SATURN ELECTRO, Willy-Brandt-Platz 5, 04109 Leipzig"",
  ""items"": [
    {
      ""name"": ""HAMA SMARTES HEIZKÖRPERTHE"",
      ""price"": 71.98
    }
  ]
}",invoice_recsZodqIi4dX9pMl.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/S4O5X5zkXB8PSvIy-irqLQ/PyzTZLx68mUu8mDEThBbu5E8IKU__ufDZf_9SNm-3KwE151buQt3ACihVZqaEgnUHcmZi4dMwXqX2fqvbC2cNp89k7EJTFfBm_F-KYWb-UmGPMxdKNfdbWjRY-DHJUibOqUN8LYC1a5rN678ZlSnwpn4lNbSTTNBrzOM4Vmi3YXRCSrDkAR8zkBGvUBmiUYp/jmWgZ-BNGKKn0P77NqImzYPvn6JJJC1ImPub7TQNLxg),invoice,"

{
  ""total_gross"": 71.98,
  ""total_net"": 60.48,
  ""business_name"": ""SATURN ELECTRO"",
  ""items"": [
    {
      ""name"": ""HAMA"",
      ""price"": 95.99
    },
    {
      ""name"": ""SMARTES HETZKORPERTHE"",
      ""price"": 98.00
    }
  ]
}
",67,
invoice_recZ4M2DYq1Mqmu4d,"{
  ""total_gross"": 7.59,
  ""total_net"": 6.38,
  ""business_name"": ""SSP Deutschland"",
  ""items"": [
    {
      ""name"": ""Matcha Green Tea Latte Venti"",
      ""price"": 7.59
    }
  ]
}",invoice_recZ4M2DYq1Mqmu4d.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/be9b4nRccn1CwthIyoJddw/cEAo7bM1PsNj5uGIu0EKM1sG5SyS_4MkeTdmx94uDgAUFYLDWkI7C548olzxitvzXbmjYg6XZlbuIyddrJgUzyVzKRttFqGoQgfTnVAvoj_qOpdW3Jy824Au4u2vTYVHpSwq5gfrW5v211zkNQ9mh0XdlfDjPe58PoZm80a2OppowGelcAei_MqNn_OXX16d/iKpp0Sih9lQ8K82dnd4Zr1JX5G4oDVF8tHYx6CDzA50),invoice,"

{
  ""total_gross"": 7.59,
  ""total_net"": 6.38,
  ""business_name"": ""SSP Deutschland"",
  ""items"": [
    {
      ""name"": ""Matcha Green Tea Latte"",
      ""price"": 7.59
    }
  ]
}
",97,Success: High similarity score
invoice_recuDJddkivvhbOjM,"{
  ""total_gross"": 9.49,
  ""total_net"": 7.97,
  ""business_name"": ""toom Baumarkt GmbH"",
  ""items"": [
    {
      ""name"": ""Mellerud Schimme"",
      ""price"": 9.49
    }
  ]
}",invoice_recuDJddkivvhbOjM.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/iaxLsPMyyKN-EcflY0iFTw/DHyAofS9VyvS0HQh2sE3h3ejMCWVKUsC5bGf4jILmp3pwhoygRs0X_c3YdUMqw64ou2U4Y5kVg2kqBKYhCaKQxwt9dSmICkFcIvyJEFMawRtBkjU82FyG_6FQv7Uk8e55R0Bx-FS2N53wQ9k1Pxj4KB0ev0kSrLtbGP9PCdp_aDTFbAl4JMTPGdz42bIAImh/-Dcp8jzDjcXGl1frdmOQ_C0sX61NVvEXxIteqKchAxs),invoice,"

{
  ""total_gross"": 9.49,
  ""total_net"": 7.97,
  ""business_name"": ""toom Baumarkt GmbH"",
  ""items"": [
    {
      ""name"": ""Mellerud Schimme"",
      ""price"": 9.49
    }
  ]
}
",99,Success: High similarity score
invoice_rec4PSvGh8YIAA5rp,"{
  ""total_gross"": 91.19,
  ""total_net"": 76.63,
  ""business_name"": ""star-Tankstelle"",
  ""items"": [
    {
      ""name"": ""Diesel"",
      ""price"": 91.19
    }
  ]
}",invoice_rec4PSvGh8YIAA5rp.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/cN8MXk3o0co4FXS3FSoqjA/Ungt26k0GNKUjUZF2pzpCdviAwWXJ0XG1f4Gcq_93nHSoedhUWhqnoiQEhA1nMor3lkM8tsQ-HkgCsE45KkgaDcPvcN-rD8kfYxHpjFuoiUuyU2ZIligjW2CXIF_QiNCPQfnM9EiHBxjYZeKH-P8HFqQEJWLEmoOOHhxtH1PPeoXz6yAAse7itdTKulAH3eJ/yUScJmpDlXYHhan_fzrQaaFwJvwodD7GyVT3VO3ozcY),invoice,"

{
  ""total_gross"": 91.19,
  ""total_net"": 76.63,
  ""business_name"": ""Star- Tankstelle"",
  ""items"": [
    {
      ""name"": ""52,14 Liter SAULENNUMMER 5"",
      ""price"": 91.19
    }
  ]
}
",90,Success: High similarity score
Order_recYTa8jkYr21qgla,"{
  ""buyer"": {
    ""buyer_company_name"": ""NORSE Tech and Innovation Hub GmbH"",
    ""buyer_person_name"": ""Felix Hammerstein"",
    ""buyer_email_address"": ""fhammerstein@norse-hub.com""
  },
  ""order"": {
    ""order_number"": ""4701865786"",
    ""order_date"": ""29.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Im Gewerbepark 21"",
      ""delivery_address_city"": ""Münster"",
      ""delivery_address_postal_code"": ""48157""
    }
  },
  ""product"": {
    ""product_position"": 15,
    ""product_article_code"": ""J1387321"",
    ""product_quantity"": 7
  }
}",Order_recYTa8jkYr21qgla.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/DJxeYZ-RroxTlo6wBM1cVA/DgGBC_9IWB0Tg6X0xLgYIJMinT5LOIGZGnxOcRw084pQus9yVAqFIIGfQdCSqawKkHDr0KayUjIrAUWxkVltykw5m-5pejmeroBWCRN5-fnlVY49qYkt8xi4T1DA1jViSrnkBcm-AZF_sBJXdPoO-rTJfirWUGO2tMHy6lptvzaxYdZevRxAVM9GHkarJSQG/UfptZXDPdCxKaHdDalCa8HLUtourMEuXehQuXADUkJo),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""Anhalt GmbH"",
    ""buyer_person_name"": ""Felix Hammerstein"",
    ""buyer_email_address"": ""fhammerstein@norse-group.com""
  },
  ""order"": {
    ""order_number"": ""4701865786"",
    ""order_date"": ""29.Oct.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Aleoger-Gurz-Schleyer-Strasse 18b"",
      ""delivery_address_city"": ""Rutgers"",
      ""delivery_address_postal_code"": ""47861""
    }
  },
  ""product"": {
    ""product_position"": 15,
    ""product_article_code"": ""621786"",
    ""product_quantity"": 7
  }
}
",53,
Order_recAoAwa5AVEcl5eM,"{
  ""buyer"": {
    ""buyer_company_name"": ""TECHNOVAC Systems GmbH"",
    ""buyer_person_name"": ""Lena Hoffmeister"",
    ""buyer_email_address"": ""lhoffmeister@technovac.com""
  },
  ""order"": {
    ""order_number"": ""6204869120"",
    ""order_date"": ""28.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Bahnstrasse 12"",
      ""delivery_address_city"": ""Heathrow"",
      ""delivery_address_postal_code"": ""87700""
    }
  },
  ""product"": {
    ""product_position"": 10,
    ""product_article_code"": ""12554297"",
    ""product_quantity"": 2
  }
}",Order_recAoAwa5AVEcl5eM.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/23LfBowAMDiiTEYNfTWApA/wzdic6r8FDjA2qNY0fLdI1hCwIVFnMsxb3dsvtHmm-8Bd0CuHm99C5-Lnvorfpy5oLSOd4K5EvQh1LZ2Dw0Wh0hD_Fhm2VxUhBSBuQxByyssNsBGajjzJXZ96No-kgsuN5vCJJUaoz1ag7sMgkGegmEr-HY0oNdVULtylWPzvblLtHR29v1-VnQ1IoGnT3TJ/houZESC9D-QJBdQi3DXKal5JEzaxd355lB3yt505OXI),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""OttA GmbH"",
    ""buyer_person_name"": """",
    ""buyer_email_address"": """"
  },
  ""order"": {
    ""order_number"": ""6204869120"",
    ""order_date"": ""28.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Bahnstrasse 12"",
      ""delivery_address_city"": ""Heathrow"",
      ""delivery_address_postal_code"": ""87700""
    }
  },
  ""product"": {
    ""product_position"": 10,
    ""product_article_code"": ""96188800000"",
    ""product_quantity"": 2
  }
}
",92,Success: High similarity score
Order_rec2lvVfoMugIXz9g,"{
  ""buyer"": {
    ""buyer_company_name"": ""Hofbauer Engineering GmbH"",
    ""buyer_person_name"": ""Matthias Greiner"",
    ""buyer_email_address"": ""mgreiner@hofbauer-eng.de""
  },
  ""order"": {
    ""order_number"": ""6289574105"",
    ""order_date"": ""30.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestr. 9"",
      ""delivery_address_city"": ""Falkenberg"",
      ""delivery_address_postal_code"": ""84326""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""X920381342"",
    ""product_quantity"": 3
  }
}
",Order_rec2lvVfoMugIXz9g.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/GScYw0zXtlIZbx8aRhRReQ/D5e-Mu7BPGdWVo1_e3Itd8tvr0t-_FNDBxlXSUF8519fnGRX9UEqWMcB4_vlIS77QtPnR9lUs3Yt3Jnv3CkYiesFLIJz8Xzs1leyl3fqrcmpNcz-IeaOhM1lCqnbleWTOS9eqOEdX9te7byACyfysRrAIXdVJjo0OkIRrgOIik-5povoyANj0OEymohP8Zs-/EvkgNWmkgSMOUdRc9Hbgyq0RK-pX7QvcitL6dMX-clE),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""OttA GmbH"",
    ""buyer_person_name"": """",
    ""buyer_email_address"": """"
  },
  ""order"": {
    ""order_number"": ""6289574105"",
    ""order_date"": ""30.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Zimmer-Strasse 18"",
      ""delivery_address_city"": ""Willo"",
      ""delivery_address_postal_code"": ""47186""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""MB00022119"",
    ""product_quantity"": 3
  }
}
",44,
Order_recqeBaiDdWggsToe,"{
  ""buyer"": {
    ""buyer_company_name"": ""NT Precision GmbH"",
    ""buyer_person_name"": ""Tulia Faber"",
    ""buyer_email_address"": ""einkauf@nt-precision.de""
  },
  ""order"": {
    ""order_number"": ""2202408477"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Mad-Planck-Straße 10"",
      ""delivery_address_city"": ""Weiden"",
      ""delivery_address_postal_code"": ""92637""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""M7630260"",
    ""product_quantity"": 3
  }
}
",Order_recqeBaiDdWggsToe.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745848800000/QJxakqO29TxiIWDVdFxdsw/yipkdwc8__MuNentIvsySpZ4jR9cmSYYl9t1CwORhbW4W6cvbMZ1p41523gE_Kf0AK8P7BHeBaE-8xNJZmsDwt3oRTPpp3rqcDQk63c1bFSpivRRT4xNPFON5UQP6-1kCqjOl_Ili78Ss2RoJuGcukHOR5MPXylwjjISdc25c-138hOJcxVG2M-puunN9Qil/2DopopbyobyuuaiiJvzL6fD4L1M65_gjbZ4aS6ajMZQ),Order,"

{
  ""buyer"": {
    ""buyer_company_name"": ""NT Precision GmbH"",
    ""buyer_person_name"": ""Faber Tulia"",
    ""buyer_email_address"": ""einkauf@nt-precision.de""
  },
  ""order"": {
    ""order_number"": ""2202408477"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Mad-Planck-StraBe 10"",
      ""delivery_address_city"": ""Weiden"",
      ""delivery_address_postal_code"": ""92637""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""M7630260"",
    ""product_quantity"": 3
  }
}
",98,Success: High similarity score
